11.00 25.63 0.28 19.94 26.99 28.02 8.08 109.90 85.45 73.45 66.91 0.95 0.71 0.21 0.83 1.63 1.42 9.99 5.82 9.28 12.39 0.79 0.77 36.81 0.24 22.29 0.48 0.02 716.40 5.96 2.20 0.07 2.23 1.31 0.72 3.59 1.77 3.34 4.52 32.11 0.38 492.29 0.31 1381.19 0.16 -17.93 -2.13 1453.32 0.14 1112.05 0.26 -33.16 -1.03 2535.09 0.15 1055.98 0.39 -43.19 -0.74 -22.57 -0.28 34.99 0.21 0.01 7.00 -0.03 -0.41 0.80 0.74 36.81 0.24 22.36 0.49 -0.09 -144.90 6.24 2.16 -25.69 38.82 -0.05 -0.02 0.27 2.41 1.42 0.66 0.58 0.04 0.02 -20.90
11.00 17.93 0.26 14.34 15.78 22.07 7.73 107.12 74.80 134.57 182.39 0.36 1.21 0.15 0.16 0.55 0.40 8.04 4.46 9.81 7.41 0.40 1.32 37.69 0.17 20.40 0.34 5.17 1.19 11.68 0.58 0.13 1.33 1.75 0.64 -3.70 -1.54 2.92 6.03 38.09 0.44 641.96 0.28 1469.11 0.13 -39.06 -1.36 1620.99 0.13 1210.68 0.21 -51.90 -0.93 2822.64 0.14 1084.62 0.30 -61.30 -0.75 -25.61 -0.16 38.32 0.17 -0.04 -1.14 -0.02 -0.31 0.43 1.28 37.81 0.17 20.68 0.34 5.62 1.14 12.35 0.45 -24.67 39.62 -0.06 -0.02 0.17 1.20 3.28 0.26 0.23 0.04 0.02 -25.48
11.00 23.78 0.23 16.56 26.34 27.92 11.36 185.52 257.96 47.36 54.61 0.91 0.67 0.20 0.87 1.47 1.27 10.46 7.25 9.18 5.09 0.79 0.79 33.54 0.37 23.04 0.36 4.65 2.00 8.67 1.30 0.03 1.80 1.14 0.73 2.50 2.49 3.23 3.99 30.98 0.39 483.36 0.34 1345.20 0.15 -33.32 -1.91 1442.80 0.15 1144.12 0.29 -49.59 -1.14 2476.33 0.17 968.10 0.41 -55.37 -0.98 -22.50 -0.26 32.57 0.25 0.01 3.99 -0.03 -0.40 0.90 0.70 35.70 0.30 23.20 0.38 4.47 2.14 8.59 1.26 -17.07 26.58 -0.03 -0.01 0.25 2.81 2.25 0.37 0.78 0.06 0.03 -21.46
11.00 21.66 0.31 15.03 19.44 29.43 14.40 124.45 104.01 101.56 84.55 0.71 1.13 0.16 0.20 1.32 1.16 14.65 12.36 12.33 6.48 0.63 1.11 38.08 0.15 19.77 0.44 0.30 28.10 7.54 1.32 0.09 1.92 1.58 0.60 -0.45 -16.07 7.58 3.25 37.10 0.35 583.26 0.30 1460.99 0.13 -41.19 -1.53 1545.24 0.16 1184.87 0.18 -53.73 -1.06 2727.47 0.16 1079.01 0.35 -63.56 -0.85 -24.41 -0.22 37.00 0.19 -0.01 -5.76 -0.03 -0.45 0.71 1.02 39.06 0.14 19.96 0.46 -0.10 -85.27 7.01 1.49 -22.57 35.84 -0.05 -0.02 0.19 1.61 3.04 0.27 0.43 0.05 0.03 -21.53
11.00 15.89 0.17 14.10 15.07 17.00 2.90 98.40 83.16 88.94 54.81 0.27 0.81 0.16 0.20 0.32 0.17 3.96 6.75 0.76 0.16 0.24 1.59 27.48 0.47 19.02 0.43 7.24 0.78 4.12 2.11 0.11 0.72 1.95 0.59 -7.08 -0.48 9.56 2.78 32.97 0.36 655.26 0.31 1451.95 0.15 -70.61 -1.07 1617.48 0.15 1235.50 0.26 -78.74 -0.90 2824.71 0.13 977.01 0.39 -84.34 -0.80 -21.48 -0.29 33.07 0.26 -0.04 -0.68 -0.02 -0.68 0.27 1.68 30.41 0.36 18.47 0.37 6.66 0.77 3.84 2.44 -17.20 26.70 -0.06 -0.01 0.18 0.80 4.07 0.17 0.12 0.08 0.05 -33.62
12.00 17.41 0.28 13.97 15.16 21.30 7.33 89.04 52.77 74.49 48.20 0.39 1.40 0.14 0.15 0.28 0.14 16.32 8.91 11.61 7.26 0.39 1.40 36.24 0.29 18.92 0.38 2.95 2.16 11.36 0.80 0.07 1.21 1.73 0.63 -5.15 -0.94 7.63 2.51 39.62 0.34 665.23 0.28 1483.68 0.16 -54.11 -1.14 1665.82 0.12 1202.95 0.24 -63.60 -0.89 2910.21 0.12 1216.88 0.34 -73.67 -0.71 -23.95 -0.24 38.30 0.22 -0.05 -0.73 -0.02 -0.33 0.42 1.41 36.67 0.28 19.49 0.32 3.61 1.78 11.93 0.50 -21.93 36.60 -0.05 -0.02 0.22 1.61 4.92 0.16 0.10 0.04 0.03 -26.64
12.00 18.25 0.33 13.69 15.02 26.68 12.99 110.46 85.95 120.28 180.04 0.48 1.42 0.14 0.16 0.89 0.74 14.66 10.87 13.14 10.64 0.48 1.55 37.54 0.21 19.69 0.33 0.45 17.23 6.22 1.49 0.11 1.42 1.76 0.69 -4.49 -1.28 6.37 2.36 36.68 0.32 606.50 0.29 1455.81 0.14 -52.49 -1.24 1582.45 0.14 1210.84 0.21 -63.06 -0.95 2816.44 0.13 1118.83 0.42 -72.42 -0.78 -23.58 -0.21 37.65 0.19 -0.03 -1.48 -0.02 -0.41 0.56 1.46 37.75 0.19 19.76 0.37 0.49 17.31 5.44 1.83 -23.14 38.31 -0.05 -0.02 0.18 1.00 4.89 0.15 0.14 0.04 0.02 -24.50
12.00 20.09 0.48 14.12 16.14 23.14 9.02 197.57 273.18 81.03 65.06 0.39 1.04 0.14 0.15 0.68 0.55 6.56 4.93 7.22 5.69 0.31 1.15 33.23 0.40 19.68 0.34 1.98 4.60 7.43 1.68 0.09 1.12 1.69 0.65 -3.58 -1.81 5.41 3.20 35.35 0.45 631.05 0.29 1407.88 0.17 -58.38 -1.22 1604.12 0.14 1191.37 0.28 -67.55 -0.95 2799.05 0.14 1078.41 0.35 -75.30 -0.81 -23.13 -0.27 36.17 0.26 -0.04 -0.86 -0.03 -0.36 0.35 1.15 34.96 0.33 19.77 0.31 1.90 5.23 7.05 1.89 -18.00 29.71 -0.04 -0.02 0.20 1.20 3.46 0.22 0.22 0.06 0.04 -28.83
12.00 22.30 0.43 15.35 18.27 28.85 13.50 247.53 358.86 98.38 100.90 0.54 1.01 0.15 0.21 0.92 0.77 13.08 10.03 8.19 5.90 0.51 1.09 37.09 0.22 18.73 0.52 -0.13 -73.85 5.81 2.21 0.06 1.72 1.58 0.75 -1.04 -7.11 4.18 4.16 33.17 0.45 610.49 0.33 1419.50 0.15 -36.00 -1.52 1568.76 0.17 1172.25 0.25 -46.47 -1.06 2748.94 0.14 1086.33 0.33 -57.04 -0.80 -22.70 -0.25 35.91 0.17 -0.02 -2.13 -0.03 -0.54 0.55 1.05 37.56 0.18 18.62 0.54 -0.70 -13.97 5.08 2.66 -22.11 34.18 -0.05 -0.02 0.22 1.81 3.25 0.26 0.31 0.03 0.02 -24.48
12.00 20.37 0.48 14.20 15.96 27.08 12.88 112.35 102.20 85.78 57.88 0.47 1.24 0.15 0.17 0.86 0.71 10.03 6.35 7.58 5.36 0.36 1.23 33.76 0.40 18.91 0.44 2.34 2.65 6.86 1.57 0.10 1.22 1.50 0.71 -2.82 -2.60 7.92 3.11 33.76 0.45 633.63 0.30 1425.45 0.16 -40.12 -1.39 1602.35 0.14 1174.17 0.23 -50.25 -1.00 2797.27 0.12 1066.24 0.38 -59.97 -0.79 -22.86 -0.26 36.25 0.22 -0.04 -0.93 -0.02 -0.44 0.38 1.23 36.01 0.27 18.39 0.46 2.04 3.05 6.75 1.70 -13.52 23.16 -0.04 -0.01 0.22 1.41 2.24 0.39 0.35 0.07 0.08 -25.24
12.00 15.56 0.13 14.11 15.18 16.73 2.62 105.29 88.18 104.13 95.25 0.15 0.08 0.14 0.15 0.15 0.01 0.41 0.29 0.58 0.75 0.15 0.26 39.66 0.07 19.01 0.13 1.41 2.35 11.01 0.33 0.10 0.82 1.85 0.62 -7.05 -0.41 7.57 2.19 44.00 0.11 702.17 0.22 1552.75 0.11 -48.76 -1.18 1657.31 0.11 1303.06 0.16 -58.88 -0.91 2969.20 0.09 1208.73 0.29 -70.49 -0.70 -25.12 -0.09 41.40 0.07 -0.05 -0.31 -0.02 -0.25 0.15 0.27 39.60 0.07 19.08 0.14 1.34 2.62 10.89 0.35 -26.03 41.14 -0.06 -0.02 0.16 5.22 3.87 0.21 0.18 0.04 0.02 -44.75
12.00 18.03 0.23 14.52 16.42 21.64 7.11 130.86 153.51 134.55 158.57 0.43 0.91 0.16 0.22 0.76 0.61 8.41 5.21 8.31 4.12 0.32 0.88 31.80 0.46 17.46 0.37 3.38 1.93 7.63 1.31 0.09 1.12 1.53 0.69 -3.66 -1.46 3.24 5.76 31.85 0.53 610.93 0.32 1419.39 0.15 -50.26 -1.36 1560.53 0.15 1189.57 0.24 -60.01 -1.05 2731.04 0.15 1014.21 0.34 -68.51 -0.87 -21.56 -0.24 34.10 0.21 -0.04 -0.92 -0.02 -0.40 0.35 0.89 36.09 0.24 16.55 0.38 2.93 2.34 7.40 1.43 -14.67 24.01 -0.06 -0.01 0.20 1.81 3.47 0.22 0.23 0.08 0.12 -30.13
12.00 14.73 0.09 13.63 14.53 15.60 1.97 62.51 36.56 92.58 160.46 0.19 0.15 0.18 0.19 0.20 0.02 0.29 0.19 5.87 8.13 0.19 0.28 38.59 0.12 11.22 0.36 6.25 0.56 12.82 0.31 0.13 0.84 1.98 0.51 -7.82 -0.41 3.78 5.66 35.22 0.45 729.32 0.22 1505.48 0.12 -62.32 -1.11 1713.35 0.10 1208.19 0.19 -70.12 -0.93 2913.55 0.09 1166.93 0.24 -78.47 -0.78 -23.49 -0.11 36.16 0.09 -0.06 -0.28 -0.02 -0.25 0.20 0.28 39.14 0.09 11.12 0.36 6.39 0.57 12.82 0.28 -22.81 35.08 -0.06 -0.02 0.18 0.40 4.07 0.18 0.24 0.06 0.03 -42.24
12.00 19.69 0.34 14.31 16.23 27.50 13.19 83.27 92.16 84.42 60.32 0.52 1.19 0.14 0.16 1.13 0.98 9.61 8.69 9.22 4.72 0.43 1.33 35.50 0.28 19.71 0.52 5.08 2.28 8.60 0.84 0.08 1.31 1.69 0.70 -2.98 -2.49 10.74 2.17 38.16 0.32 646.92 0.29 1431.46 0.15 -38.21 -1.38 1649.10 0.12 1184.61 0.33 -50.18 -0.97 2866.08 0.14 1071.28 0.41 -59.42 -0.78 -23.57 -0.24 36.63 0.24 -0.03 -1.42 -0.03 -0.45 0.45 1.35 36.36 0.25 20.26 0.51 5.26 2.29 8.90 0.82 -19.72 32.43 -0.04 -0.02 0.24 1.00 2.86 0.30 0.30 0.03 0.02 -24.54
12.00 20.20 0.51 13.93 15.76 26.17 12.25 129.96 103.76 117.11 130.25 0.41 1.23 0.15 0.16 0.63 0.48 6.54 7.04 9.76 6.37 0.38 1.37 36.42 0.27 18.05 0.52 2.69 2.82 7.57 1.38 0.08 1.18 1.53 0.69 -3.52 -2.14 11.18 1.78 37.87 0.25 614.51 0.33 1398.29 0.15 -57.76 -1.14 1605.22 0.14 1149.28 0.31 -66.05 -0.90 2826.94 0.12 1092.63 0.37 -75.84 -0.73 -22.84 -0.24 36.94 0.20 -0.04 -1.10 -0.02 -0.40 0.43 1.34 36.20 0.28 17.84 0.57 3.02 2.70 6.78 1.66 -24.43 39.58 -0.06 -0.02 0.20 1.00 4.68 0.16 0.19 0.03 0.01 -26.01
12.00 18.31 0.30 14.42 15.72 23.97 9.55 108.17 93.04 108.89 84.50 0.43 1.49 0.15 0.16 0.37 0.22 17.34 13.38 3.66 7.23 0.41 1.77 35.18 0.24 20.02 0.34 3.93 1.59 10.45 0.59 0.10 1.54 1.81 0.64 -3.88 -1.55 3.58 5.98 35.42 0.48 646.33 0.30 1442.22 0.16 -43.45 -1.34 1636.16 0.14 1164.40 0.23 -54.22 -0.99 2858.28 0.13 1097.62 0.34 -63.86 -0.79 -23.72 -0.24 37.28 0.20 -0.04 -1.10 -0.02 -0.45 0.43 1.76 35.14 0.25 20.25 0.35 4.28 1.56 10.76 0.60 -23.96 37.31 -0.06 -0.02 0.15 0.80 3.05 0.27 0.33 0.06 0.03 -23.54
12.00 21.10 0.28 14.65 21.88 27.78 13.13 190.42 360.66 76.16 77.28 0.76 0.99 0.16 0.33 1.39 1.23 12.14 8.44 11.59 7.67 0.64 1.04 34.76 0.30 15.68 0.56 0.66 12.64 10.49 1.13 0.05 1.76 1.62 0.60 -0.75 -8.51 1.81 10.30 27.02 0.65 541.44 0.31 1399.09 0.20 -50.58 -1.39 1516.32 0.13 1151.08 0.28 -60.12 -1.09 2595.56 0.15 1047.31 0.45 -67.31 -0.93 -20.44 -0.28 31.92 0.27 -0.02 -2.75 -0.03 -0.48 0.76 0.94 36.02 0.25 15.42 0.63 -0.06 -148.16 8.85 1.38 -21.54 33.32 -0.07 -0.02 0.22 1.81 3.25 0.24 0.35 0.07 0.06 -22.79
12.00 17.67 0.26 14.37 15.87 21.86 7.49 128.12 165.90 124.91 168.71 0.33 1.45 0.14 0.15 0.18 0.04 8.73 7.00 9.94 5.76 0.37 1.47 39.40 0.11 21.77 0.29 2.45 3.37 8.62 0.87 0.15 1.42 1.79 0.63 -4.97 -1.17 5.72 3.36 42.36 0.20 685.00 0.25 1520.56 0.13 -50.87 -1.19 1669.52 0.12 1245.55 0.21 -62.36 -0.90 2966.80 0.10 1115.37 0.29 -73.18 -0.71 -26.04 -0.16 40.07 0.13 -0.04 -0.95 -0.02 -0.52 0.42 1.41 39.71 0.10 22.33 0.30 2.80 3.13 8.24 0.98 -25.26 40.19 -0.05 -0.02 0.17 0.80 3.87 0.20 0.22 0.04 0.02 -24.87
12.00 15.42 0.13 13.81 15.05 16.60 2.80 119.80 141.02 87.68 57.36 0.16 0.12 0.14 0.15 0.17 0.03 0.40 0.34 0.49 0.79 0.15 0.26 37.89 0.12 17.38 0.28 1.68 2.98 14.70 0.28 0.19 0.94 2.33 0.57 -7.83 -0.40 9.30 2.50 39.54 0.25 682.30 0.24 1532.22 0.11 -49.52 -1.16 1643.53 0.11 1258.95 0.23 -58.92 -0.92 2877.00 0.11 1183.44 0.23 -69.08 -0.73 -24.08 -0.12 37.63 0.13 -0.05 -0.31 -0.02 -0.32 0.15 0.26 38.18 0.12 17.30 0.28 1.80 2.78 14.70 0.28 -23.57 36.88 -0.05 -0.02 0.16 3.41 3.87 0.21 0.19 0.03 0.02 -44.52
12.00 18.73 0.31 14.18 15.94 25.24 11.07 136.72 91.12 113.70 61.74 0.49 1.42 0.14 0.15 0.86 0.72 15.29 11.17 11.86 5.68 0.45 1.77 31.52 0.41 20.54 0.31 2.26 3.45 9.37 0.92 0.10 1.31 2.01 0.63 -4.41 -1.33 4.28 4.78 33.66 0.47 618.49 0.32 1469.65 0.16 -58.28 -1.21 1584.37 0.14 1200.24 0.24 -68.16 -0.96 2753.09 0.14 1126.79 0.40 -75.97 -0.81 -21.93 -0.25 35.22 0.26 -0.03 -1.35 -0.02 -0.46 0.54 1.67 33.45 0.34 20.20 0.32 1.86 4.41 8.91 1.08 -19.97 31.80 -0.05 -0.02 0.19 1.00 4.08 0.18 0.22 0.06 0.03 -24.22
12.00 20.76 0.49 14.47 16.64 25.70 11.23 164.29 194.52 122.42 142.41 0.36 1.09 0.14 0.17 0.57 0.43 8.22 5.81 10.99 4.60 0.34 1.26 32.95 0.35 20.21 0.46 3.49 2.35 8.17 1.20 0.08 1.48 1.82 0.67 -3.17 -2.37 8.23 2.62 35.47 0.34 627.20 0.30 1424.87 0.14 -79.80 -1.00 1609.62 0.13 1123.75 0.22 -85.75 -0.85 2848.72 0.13 1002.01 0.41 -93.10 -0.74 -23.14 -0.23 35.52 0.20 -0.03 -1.11 -0.02 -0.42 0.42 1.20 34.86 0.23 19.74 0.52 3.81 2.30 7.23 1.57 -20.40 32.75 -0.05 -0.02 0.19 1.61 4.67 0.13 0.17 0.07 0.06 -28.07
12.00 19.33 0.31 14.71 16.47 27.54 12.83 116.13 72.90 180.37 223.75 0.45 1.33 0.14 0.15 0.81 0.67 8.75 5.70 9.15 2.37 0.40 1.39 37.22 0.21 19.77 0.40 0.77 8.24 3.55 4.28 0.08 1.47 1.65 0.59 -3.91 -1.68 2.57 6.04 37.94 0.35 643.18 0.29 1514.01 0.13 -48.67 -1.30 1581.51 0.15 1230.61 0.22 -59.37 -0.97 2874.30 0.11 1098.99 0.44 -69.78 -0.77 -23.98 -0.20 37.48 0.18 -0.02 -2.04 -0.03 -0.63 0.44 1.36 37.29 0.21 20.33 0.42 0.73 9.03 2.50 6.27 -22.71 37.62 -0.05 -0.02 0.18 1.00 4.47 0.17 0.19 0.04 0.03 -24.18
